filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
CQS CAYMAN LP,"TELEPHONE AND DATA SYSTEMS, IN",TDS-S,6/30/08,SH,0,0,65632,2448000,,0.1654,999999,61,-100,soldall,UNKNOWN
CQS CAYMAN LP,Loews Corp,L,6/30/08,SH,0,0,246277,9905000,,0.6692,999999,42,-100,soldall,FINANCE
CQS CAYMAN LP,Getty Images Inc,GYI,6/30/08,PRN,0,0,38000,37050000,,2.5032,999999,14,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,L-3 Communications Holdings,LLL,6/30/08,SH,0,0,50600,5533000,,0.3738,999999,49,-100,soldall,INDUSTRIALS
CQS CAYMAN LP,"Micron Technology, Inc.",MU,6/30/08,PRN,0,0,16500,12141000,,0.8203,999999,36,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Medtronic Inc.,MDT,6/30/08,PRN,0,0,5000,5263000,,0.3556,999999,50,-100,soldall,HEALTH CARE
CQS CAYMAN LP,S&P Select Sector SPDR Fund - Financial Sector,XLF,6/30/08,PUT,0,0,10600,1707000,,0.1153,999999,71,-100,soldall,FINANCE
CQS CAYMAN LP,"General Motors Corp., 6.25% Series C Convertible Senior Debentures due 7/15/2033",GPM,6/30/08,SH,0,0,58000,24092000,,1.6277,999999,23,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,U.S. Bancorp (New),USB,9/30/08,PRN,140000,294280000,140000,137711000,11.046,12.0676,1,1,0,,FINANCE
CQS CAYMAN LP,"Vale Capital Ltd, 5.50% Guaranteed A Notes due 2010",CJA,9/30/08,PRN,3194,245870000,0,0,9.2289,,2,999999,,new,MATERIALS
CQS CAYMAN LP,ProLogis Corp.,PLD,9/30/08,PRN,97500,143678000,42500,37110000,5.393,3.2519,3,9,129.4118,addition,FINANCE
CQS CAYMAN LP,Biomarin Pharmaceutical Inc.,BMRN,9/30/08,PRN,46084,127961000,25700,40216000,4.8031,3.5241,4,6,79.3152,addition,HEALTH CARE
CQS CAYMAN LP,Chesapeake Energy Corp.,CHK,9/30/08,PRN,57300,123373000,0,0,4.6309,,5,999999,,new,ENERGY
CQS CAYMAN LP,Transocean Ltd,RIG,9/30/08,PRN,63500,117306000,58500,66455000,4.4032,5.8234,6,3,8.547,addition,ENERGY
CQS CAYMAN LP,"Amgen, Inc.",AMGN,9/30/08,PRN,57500,103484000,70000,60719000,3.8843,5.3208,7,4,-17.8571,reduction,HEALTH CARE
CQS CAYMAN LP,Omnicom Group Inc.,OMC,9/30/08,PRN,100000,93750000,95000,95043000,3.519,8.3286,8,2,5.2632,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,9/30/08,PRN,35000,92831000,0,0,3.4845,,9,999999,,new,HEALTH CARE
CQS CAYMAN LP,"Boston Properties, Inc.",BXP,9/30/08,PRN,43175,74914000,43175,39830000,2.8119,3.4903,10,7,0,,FINANCE
CQS CAYMAN LP,Vornado Realty Trust,VNO,9/30/08,PRN,39500,63885000,39500,34971000,2.398,3.0645,11,11,0,,FINANCE
CQS CAYMAN LP,"Vornado Realty L.P., 7.875% Public Income NotES (PINES) Due 10/1/2039",VNOD,9/30/08,PRN,37500,63485000,37500,34756000,2.3829,3.0457,12,12,0,,FINANCE
CQS CAYMAN LP,DDR Corp,DDR,9/30/08,PRN,40000,62187000,40000,35300000,2.3342,3.0933,13,10,0,,FINANCE
CQS CAYMAN LP,"Vale Capital Ltd, 5.50% Guaranteed B Notes due 2010",CJB,9/30/08,PRN,750,61701000,0,0,2.316,,14,999999,,new,FINANCE
CQS CAYMAN LP,VeriSign Inc.,VRSN,9/30/08,PRN,30000,54656000,0,0,2.0515,,15,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Kendle International Inc.,KNDL,9/30/08,PRN,23000,53543000,23000,23742000,2.0098,2.0805,16,18,0,,HEALTH CARE
CQS CAYMAN LP,"Qwest Communications International, Inc.",Q,9/30/08,PRN,30000,51933000,30000,29415000,1.9493,2.5776,17,13,0,,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Weingarten Realty Investors,WRI,9/30/08,PRN,28500,49556000,28500,26642000,1.8601,2.3346,18,15,0,,FINANCE
CQS CAYMAN LP,Symantec Corp.,SYMC,9/30/08,PRN,20000,44922000,0,0,1.6862,,19,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Global Industries Ltd,GLBL,9/30/08,PRN,38850,43797000,31950,25181000,1.6439,2.2066,20,17,21.5962,addition,ENERGY
CQS CAYMAN LP,Microchip Technology Inc,MCHP,9/30/08,PRN,22500,43339000,22500,23259000,1.6268,2.0382,21,21,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,UDR Inc.,UDR,9/30/08,PRN,22000,41475000,24500,23471000,1.5568,2.0568,22,20,-10.2041,reduction,FINANCE
CQS CAYMAN LP,CAL DIVE INTERNATIONAL INC COM,CDVI,9/30/08,PRN,20500,39250000,19500,28541000,1.4733,2.501,23,14,5.1282,addition,ENERGY
CQS CAYMAN LP,"National Retail Properties, Inc.",NNN,9/30/08,PRN,19000,38396000,19000,18661000,1.4412,1.6353,24,25,0,,FINANCE
CQS CAYMAN LP,"Liberty Media Group, Inc. Class B",LMC.B,9/30/08,PRN,20000,36351000,20000,20945000,1.3645,1.8354,25,22,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Ford Motor Co.,F,9/30/08,PRN,26000,34416000,26000,18752000,1.2918,1.6432,26,24,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Cephalon Inc.,CEPH,9/30/08,PRN,10000,34282000,0,0,1.2868,,27,999999,,new,HEALTH CARE
CQS CAYMAN LP,EMC Corp.,EMC,9/30/08,PRN,17000,33001000,5000,5719000,1.2387,0.5012,28,39,240,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Petroleo Brasileiro SA Petrobras Class A,PBR.A,9/30/08,SH,819646,30671000,0,0,1.1513,,29,999999,,new,ENERGY
CQS CAYMAN LP,"Enzon Pharmaceuticals, Inc",ENZN,9/30/08,PRN,16000,29971000,16000,14440000,1.125,1.2654,30,26,0,,HEALTH CARE
CQS CAYMAN LP,Rayonier Inc. (New),RYN,9/30/08,PRN,18000,24608000,18000,12080000,0.9237,1.0586,31,28,0,,FINANCE
CQS CAYMAN LP,Affiliated Managers Group Inc,AMG,9/30/08,PRN,23000,21940000,0,0,0.8235,,32,999999,,new,FINANCE
CQS CAYMAN LP,Washington Real Estate Investment Trust,WRE,9/30/08,PRN,12000,21365000,12000,10900000,0.8019,0.9552,33,30,0,,FINANCE
CQS CAYMAN LP,Reckson Associates Realty Corp. Class B,RA,9/30/08,PRN,12500,20956000,12500,11733000,0.7866,1.0282,34,29,0,,FINANCE
CQS CAYMAN LP,"Alexandria Real Estate Equities, Inc.",ARE,9/30/08,PRN,20500,20694000,0,0,0.7768,,35,999999,,new,FINANCE
CQS CAYMAN LP,Grey Global Group Inc.,GREY,9/30/08,PRN,9500,20140000,0,0,0.756,,36,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Tyson Foods, Inc.",TSN,9/30/08,PRN,9500,17840000,0,0,0.6696,,37,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,Equity Residential Properties Trust,EQR,9/30/08,PRN,7500,13606000,7500,7173000,0.5107,0.6286,38,35,0,,FINANCE
CQS CAYMAN LP,"Imclone Systems, Inc.",IMCL,9/30/08,PRN,6000,11580000,6000,5725000,0.4347,0.5017,39,38,0,,HEALTH CARE
CQS CAYMAN LP,L-3 Communications Holdings,LLL,9/30/08,SH,115000,11307000,0,0,0.4244,,40,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Alaska Communications Systems Group Inc,ALSK,9/30/08,PRN,9500,9482000,0,0,0.3559,,41,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Nabors Industries Ltd.,NBR,9/30/08,PRN,5000,9076000,0,0,0.3407,,42,999999,,new,ENERGY
CQS CAYMAN LP,Intel Corp.,INTC,9/30/08,SH,442032,8279000,0,0,0.3108,,43,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"China Medical Technologies, Inc. ADR",CMEDQ,9/30/08,PRN,5000,7750000,0,0,0.2909,,44,999999,,new,HEALTH CARE
CQS CAYMAN LP,Mylan Inc,MYL,9/30/08,PRN,7500,7421000,0,0,0.2786,,45,999999,,new,HEALTH CARE
CQS CAYMAN LP,"SHENGDATECH, INC. COMMON STOCK",SDTHQ,9/30/08,PRN,6000,5803000,0,0,0.2178,,46,999999,,new,MATERIALS
CQS CAYMAN LP,iShares S&P 100 Index Fund,OEF,9/30/08,SH,69676,5325000,0,0,0.1999,,47,999999,,new,FINANCE
CQS CAYMAN LP,Comcast Corp. (New) Class A,CMCSA,9/30/08,SH,232145,4557000,0,0,0.171,,48,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Vector Group Ltd.,VGR,9/30/08,PRN,2205,4540000,2315,2329000,0.1704,0.2041,49,45,-4.7516,reduction,CONSUMER STAPLES
CQS CAYMAN LP,Epicor Software Corp.,EPIC,9/30/08,PRN,3000,4337000,3000,2306000,0.1628,0.2021,50,46,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,MSCI Australia Index iShares Fund,EWA,9/30/08,SH,248000,4293000,0,0,0.1611,,51,999999,,new,FINANCE
CQS CAYMAN LP,Newmont Mining Corp. (Holding Co.),NEM,9/30/08,PRN,2000,3938000,0,0,0.1478,,52,999999,,new,MATERIALS
CQS CAYMAN LP,Wachovia Corp. (1968),WB,9/30/08,SH,1120843,3923000,0,0,0.1473,,53,999999,,new,FINANCE
CQS CAYMAN LP,CuraGen Corp.,CRGN,9/30/08,SH,4902716,3922000,3184695,3057000,0.1472,0.2679,54,43,53.9462,addition,HEALTH CARE
CQS CAYMAN LP,"Hercules, Inc.",HPC,9/30/08,SH,180369,3570000,0,0,0.134,,55,999999,,new,MATERIALS
CQS CAYMAN LP,Anheuser-Busch,BUD,9/30/08,SH,54600,3542000,0,0,0.133,,56,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,"Hilb, Rogal & Hobbs Co.",HRH,9/30/08,SH,71599,3347000,0,0,0.1256,,57,999999,,new,FINANCE
CQS CAYMAN LP,GFI Group Inc,GFIG,9/30/08,SH,700000,3297000,700000,6307000,0.1238,0.5527,58,36,0,,FINANCE
CQS CAYMAN LP,"Barr Pharmaceuticals, Inc.",BRL,9/30/08,SH,49914,3259000,0,0,0.1223,,59,999999,,new,HEALTH CARE
CQS CAYMAN LP,Foundry Networks Inc,FDRY,9/30/08,SH,172500,3141000,0,0,0.1179,,60,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,UST Inc.,UST,9/30/08,SH,46814,3115000,0,0,0.1169,,61,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,"Group 1 Automotive, Inc.",GPI,9/30/08,PRN,2500,2802000,9000,5355000,0.1052,0.4693,62,40,-72.2222,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,MetLife Inc.,MET,9/30/08,SH,49363,2764000,0,0,0.1037,,63,999999,,new,FINANCE
CQS CAYMAN LP,Northwest Airlines Corp.,NWA,9/30/08,SH,291809,2635000,0,0,0.0989,,64,999999,,new,TRANSPORTS
CQS CAYMAN LP,"Kinder Morgan Management, LLC",KMR,9/30/08,SH,53487,2632000,114477,6165000,0.0988,0.5402,65,37,-53.2771,reduction,ENERGY
CQS CAYMAN LP,Merrill Lynch & Co. Inc.,MER,9/30/08,SH,100000,2530000,0,0,0.095,,66,999999,,new,FINANCE
CQS CAYMAN LP,Rohm & Haas Co.,ROH,9/30/08,SH,30000,2100000,0,0,0.0788,,67,999999,,new,MATERIALS
CQS CAYMAN LP,Greenfield Online Inc,SRVY,9/30/08,SH,115862,2016000,0,0,0.0757,,68,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,ELEMENTS Rogers Agriculture ETN,RJA,9/30/08,SH,215000,1941000,155000,1883000,0.0729,0.165,69,48,38.7097,addition,MATERIALS
CQS CAYMAN LP,KEMET Corp,KEM,9/30/08,PRN,833,1775000,833,1690000,0.0666,0.1481,70,50,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Health Care REIT, Inc.",HCN,9/30/08,SH,43000,1642000,0,0,0.0616,,71,999999,,new,FINANCE
CQS CAYMAN LP,Longs Drug Stores Inc.,LDG,9/30/08,SH,20000,1513000,0,0,0.0568,,72,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,"Imclone Systems, Inc.",IMCL,9/30/08,SH,22044,1376000,0,0,0.0516,,73,999999,,new,HEALTH CARE
CQS CAYMAN LP,"Puget Energy, Inc.",PSD,9/30/08,SH,51200,1367000,0,0,0.0513,,74,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,IKON Office Solutions,IKN,9/30/08,SH,80000,1361000,0,0,0.0511,,75,999999,,new,INDUSTRIALS
CQS CAYMAN LP,"Nationwide Financial Services, Inc. Class A",NFS,9/30/08,SH,25000,1233000,0,0,0.0463,,76,999999,,new,FINANCE
CQS CAYMAN LP,Allied Nevada Gold Corp,ANV,9/30/08,SH,200000,1144000,250000,1500000,0.0429,0.1314,77,51,-20,reduction,MATERIALS
CQS CAYMAN LP,Datascope Corp.,DSCP,9/30/08,SH,20000,1033000,0,0,0.0388,,78,999999,,new,HEALTH CARE
CQS CAYMAN LP,Eagle Test Systems Inc,EGLT,9/30/08,SH,60000,919000,0,0,0.0345,,79,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Coeur Mining Inc.,CDE,9/30/08,SH,60000,918000,0,0,0.0345,,80,999999,,new,MATERIALS
CQS CAYMAN LP,Secure Computing Corp.,SCUR,9/30/08,SH,160000,877000,0,0,0.0329,,81,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,PowerShares QQQ Trust - Unit Series 1,QQQ,9/30/08,SH,22500,875000,0,0,0.0328,,82,999999,,new,FINANCE
CQS CAYMAN LP,John Hancock Financial Opportunities,BTO,9/30/08,SH,43340,874000,0,0,0.0328,,83,999999,,new,FINANCE
CQS CAYMAN LP,"China Medical Technologies, Inc. ADR",CMEDQ,9/30/08,SH,25510,831000,0,0,0.0312,,84,999999,,new,HEALTH CARE
CQS CAYMAN LP,Republic Services Inc.,RSG,9/30/08,SH,25000,750000,0,0,0.0282,,85,999999,,new,INDUSTRIALS
CQS CAYMAN LP,SPDR Barclays High Yield Bond ETF,JNK,9/30/08,SH,36700,722000,0,0,0.0271,,86,999999,,new,FINANCE
CQS CAYMAN LP,SanDisk Corp.,SNDK,9/30/08,SH,35000,684000,0,0,0.0257,,87,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"eTelecare Global Solutions, Inc.",ETEL,9/30/08,SH,75000,622000,0,0,0.0233,,88,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Applied Biosystems Inc. - Applera Corp.,ABI,9/30/08,SH,17046,584000,0,0,0.0219,,89,999999,,new,HEALTH CARE
CQS CAYMAN LP,Synta Pharmaceuticals Inc,SNTA,9/30/08,SH,75000,572000,144802,883000,0.0215,0.0774,90,55,-48.2051,reduction,HEALTH CARE
CQS CAYMAN LP,i2 Technologies Inc.,ITWO,9/30/08,SH,39390,531000,0,0,0.0199,,91,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Denison Mines Corp.,DNN,9/30/08,SH,150000,446000,150000,1317000,0.0167,0.1154,92,54,0,,MATERIALS
CQS CAYMAN LP,"Take-Two Interactive Software, Inc.",TTWO,9/30/08,SH,26900,441000,0,0,0.0166,,93,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,iShares Silver Trust,SLV,9/30/08,SH,32800,389000,0,0,0.0146,,94,999999,,new,FINANCE
CQS CAYMAN LP,Market Vectors - Gold Miners ETF,GDX,9/30/08,SH,10300,379000,0,0,0.0142,,95,999999,,new,MATERIALS
CQS CAYMAN LP,Life Technologies Corp.,LIFE,9/30/08,SH,10000,378000,0,0,0.0142,,96,999999,,new,HEALTH CARE
CQS CAYMAN LP,Southwestern Energy Co.,SWN,9/30/08,SH,10000,305000,0,0,0.0114,,97,999999,,new,ENERGY
CQS CAYMAN LP,EnergySolutions Inc,ES,9/30/08,SH,30000,300000,100000,2235000,0.0113,0.1959,98,47,-70,reduction,ENERGY
CQS CAYMAN LP,Elan Corp Plc,ELN,9/30/08,SH,25000,267000,0,0,0.01,,99,999999,,new,HEALTH CARE
CQS CAYMAN LP,Cell Genesys Inc.,CEGE,9/30/08,SH,435000,257000,285000,741000,0.0096,0.0649,100,56,52.6316,addition,HEALTH CARE
CQS CAYMAN LP,Constellation Energy Group,CEG,9/30/08,SH,10000,243000,0,0,0.0091,,101,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,OILSANDS QUEST INC COM STK,OBQI,9/30/08,CALL,300000,240000,0,0,0.009,,102,999999,,new,ENERGY
CQS CAYMAN LP,Qimonda AG ADS,QMNDQ,9/30/08,SH,282189,240000,0,0,0.009,,103,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,S&P Select Sector SPDR Fund - Materials Sector,XLB,9/30/08,SH,12000,239000,0,0,0.009,,104,999999,,new,MATERIALS
CQS CAYMAN LP,Grey Wolf Inc,GW,9/30/08,SH,22000,171000,0,0,0.0064,,105,999999,,new,ENERGY
CQS CAYMAN LP,"BRE Properties, Inc.",BRE,9/30/08,PRN,0,0,22500,20815000,,1.824,999999,23,-100,soldall,FINANCE
CQS CAYMAN LP,iShares Inc. MSCI Japan Index,EWJ,9/30/08,SH,0,0,588400,7337000,,0.6429,999999,34,-100,soldall,FINANCE
CQS CAYMAN LP,Countrywide Financial Corp.,CFC,9/30/08,PRN,0,0,24500,23704000,,2.0772,999999,19,-100,soldall,FINANCE
CQS CAYMAN LP,"Tanger Factory Outlet Centers, Inc.",SKT,9/30/08,PRN,0,0,14500,7894000,,0.6917,999999,33,-100,soldall,FINANCE
CQS CAYMAN LP,Genzyme Corp.,GENZ,9/30/08,SH,0,0,121500,8733000,,0.7653,999999,32,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Parker Drilling Co.,PKD,9/30/08,PRN,0,0,500,506000,,0.0443,999999,57,-100,soldall,ENERGY
CQS CAYMAN LP,"Health Care REIT, Inc.",HCN,9/30/08,PRN,0,0,35500,37574000,,3.2926,999999,8,-100,soldall,FINANCE
CQS CAYMAN LP,Mosaic Company (The),MOS,9/30/08,SH,0,0,2600,376000,,0.0329,999999,59,-100,soldall,MATERIALS
CQS CAYMAN LP,Accentia Biopharmaceuticals Inc,ABPI.PK,9/30/08,SH,0,0,200100,206000,,0.0181,999999,62,-100,soldall,HEALTH CARE
CQS CAYMAN LP,TW TELECOM INC CL A COM,TWTC,9/30/08,PRN,0,0,12500,13250000,,1.1611,999999,27,-100,soldall,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Amazon.com Inc.,AMZN,9/30/08,PRN,0,0,1663,1770000,,0.1551,999999,49,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,JPMorgan Chase & Co.,JPM,9/30/08,SH,0,0,100000,3431000,,0.3007,999999,42,-100,soldall,FINANCE
CQS CAYMAN LP,"Reinsurance Group of America, I",RGA-PA,9/30/08,SH,0,0,8773,25292000,,2.2163,999999,16,-100,soldall,UNKNOWN
CQS CAYMAN LP,"Gran Tierra Energy, Inc.",GTE,9/30/08,SH,0,0,350000,2856000,,0.2503,999999,44,-100,soldall,ENERGY
CQS CAYMAN LP,Molson Coors Brewing Company,TAP,9/30/08,SH,0,0,89100,4841000,,0.4242,999999,41,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,"21st Century Fox, Inc. Class B",FOX,9/30/08,SH,0,0,667800,10044000,,0.8802,999999,31,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Marathon Oil Corp. (1901) (formerly U.S. Steel),MRO,9/30/08,SH,0,0,28263,1466000,,0.1285,999999,52,-100,soldall,ENERGY
CQS CAYMAN LP,CV Therapeutics Inc,CVTX,9/30/08,SH,0,0,58900,485000,,0.0425,999999,58,-100,soldall,HEALTH CARE
CQS CAYMAN LP,"Health Care REIT Inc., 7.50% Series G Cumul Convertible Preferred Stock",HCN-PG,9/30/08,SH,0,0,1720,1372000,,0.1202,999999,53,-100,soldall,FINANCE
CQS CAYMAN LP,Steel Excel Inc,SXCL,9/30/08,SH,0,0,7386,236000,,0.0207,999999,60,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Citigroup, Inc.",C,9/30/08,PUT,0,0,7500,220000,,0.0193,999999,61,-100,soldall,FINANCE
CQS CAYMAN LP,"Nextel Communications Inc., Class A",NXTL,9/30/08,PRN,0,0,46840,44498000,,3.8994,999999,5,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,iShares Inc. MSCI Brazil Capped Index Fund,EWZ,12/31/08,SH,4045038,141536000,0,0,19.6029,,1,999999,,new,FINANCE
CQS CAYMAN LP,"Vale Capital Ltd, 5.50% Guaranteed A Notes due 2010",CJA,12/31/08,PRN,76470,102279000,3194,245870000,14.1657,9.2289,2,2,2294.1766,addition,MATERIALS
CQS CAYMAN LP,ProLogis Corp.,PLD,12/31/08,PRN,97500,45068000,97500,143678000,6.242,5.393,3,3,0,,FINANCE
CQS CAYMAN LP,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,12/31/08,PRN,35000,43308000,35000,92831000,5.9982,3.4845,4,9,0,,HEALTH CARE
CQS CAYMAN LP,Nabors Industries Ltd.,NBR,12/31/08,PRN,51745,42625000,5000,9076000,5.9036,0.3407,5,42,934.9,addition,ENERGY
CQS CAYMAN LP,"Boston Properties, Inc.",BXP,12/31/08,PRN,41095,32703000,43175,74914000,4.5294,2.8119,6,10,-4.8176,reduction,FINANCE
CQS CAYMAN LP,"Vale Capital Ltd, 5.50% Guaranteed B Notes due 2010",CJB,12/31/08,PRN,22680,30584000,750,61701000,4.2359,2.316,7,14,2924,addition,FINANCE
CQS CAYMAN LP,Vornado Realty Trust,VNO,12/31/08,PRN,39500,29425000,39500,63885000,4.0754,2.398,8,11,0,,FINANCE
CQS CAYMAN LP,Weingarten Realty Investors,WRI,12/31/08,PRN,28500,20692000,28500,49556000,2.8659,1.8601,9,18,0,,FINANCE
CQS CAYMAN LP,UDR Inc.,UDR,12/31/08,PRN,22000,16648000,22000,41475000,2.3058,1.5568,10,22,0,,FINANCE
CQS CAYMAN LP,"Vornado Realty L.P., 7.875% Public Income NotES (PINES) Due 10/1/2039",VNOD,12/31/08,PRN,20500,16429000,37500,63485000,2.2754,2.3829,11,12,-45.3333,reduction,FINANCE
CQS CAYMAN LP,"National Retail Properties, Inc.",NNN,12/31/08,PRN,19000,14977000,19000,38396000,2.0743,1.4412,12,24,0,,FINANCE
CQS CAYMAN LP,"BRE Properties, Inc.",BRE,12/31/08,PRN,20000,14830000,0,0,2.054,,13,999999,,new,FINANCE
CQS CAYMAN LP,"Liberty Media Group, Inc. Class B",LMC.B,12/31/08,PRN,20000,14496000,20000,36351000,2.0077,1.3645,14,25,0,,CONSUMER DISCRETIONARY
CQS CAYMAN LP,iShares Trust - iShares FTSE China 25 Index Fund,FXI,12/31/08,SH,485000,14109000,0,0,1.9541,,15,999999,,new,FINANCE
CQS CAYMAN LP,Global Industries Ltd,GLBL,12/31/08,PRN,38850,13355000,38850,43797000,1.8497,1.6439,16,20,0,,ENERGY
CQS CAYMAN LP,DDR Corp,DDR,12/31/08,PRN,30000,12870000,40000,62187000,1.7825,2.3342,17,13,-25,reduction,FINANCE
CQS CAYMAN LP,GoldCorp Inc. (New),GG,12/31/08,SH,277500,9990000,0,0,1.3836,,18,999999,,new,MATERIALS
CQS CAYMAN LP,Omnicom Group Inc.,OMC,12/31/08,PRN,10000,9944000,100000,93750000,1.3773,3.519,19,8,-90,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Washington Real Estate Investment Trust,WRE,12/31/08,PRN,12000,9544000,12000,21365000,1.3219,0.8019,20,33,0,,FINANCE
CQS CAYMAN LP,Kendle International Inc.,KNDL,12/31/08,PRN,11500,8654000,23000,53543000,1.1986,2.0098,21,16,-50,reduction,HEALTH CARE
CQS CAYMAN LP,Comcast Corp. (New) Special Class A,CMCSK,12/31/08,SH,511573,8262000,0,0,1.1443,,22,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"Health Care REIT, Inc.",HCN,12/31/08,PRN,7046,6727000,0,0,0.9317,,23,999999,,new,FINANCE
CQS CAYMAN LP,Kinross Gold Corp. ADR,KGC,12/31/08,SH,217236,4888000,0,0,0.677,,24,999999,,new,MATERIALS
CQS CAYMAN LP,"Enzon Pharmaceuticals, Inc",ENZN,12/31/08,PRN,7000,4783000,16000,29971000,0.6624,1.125,25,30,-56.25,reduction,HEALTH CARE
CQS CAYMAN LP,"Kinder Morgan Management, LLC",KMR,12/31/08,SH,117813,4710000,53487,2632000,0.6523,0.0988,26,65,120.2647,addition,ENERGY
CQS CAYMAN LP,CAL DIVE INTERNATIONAL INC COM,CDVI,12/31/08,PRN,10000,4100000,20500,39250000,0.5679,1.4733,27,23,-51.2195,reduction,ENERGY
CQS CAYMAN LP,Biomarin Pharmaceutical Inc.,BMRN,12/31/08,PRN,4084,3885000,46084,127961000,0.5381,4.8031,28,4,-91.1379,reduction,HEALTH CARE
CQS CAYMAN LP,UST Inc.,UST,12/31/08,SH,40200,2789000,46814,3115000,0.3863,0.1169,29,61,-14.1283,reduction,CONSUMER STAPLES
CQS CAYMAN LP,GFI Group Inc,GFIG,12/31/08,SH,700000,2478000,700000,3297000,0.3432,0.1238,30,58,0,,FINANCE
CQS CAYMAN LP,CuraGen Corp.,CRGN,12/31/08,SH,4964298,2284000,4902716,3922000,0.3163,0.1472,31,54,1.2561,addition,HEALTH CARE
CQS CAYMAN LP,"China Medical Technologies, Inc. ADR",CMEDQ,12/31/08,PRN,5000,2280000,5000,7750000,0.3158,0.2909,32,44,0,,HEALTH CARE
CQS CAYMAN LP,Vector Group Ltd.,VGR,12/31/08,PRN,2205,2245000,2205,4540000,0.3109,0.1704,33,49,0,,CONSUMER STAPLES
CQS CAYMAN LP,"Gran Tierra Energy, Inc.",GTE,12/31/08,SH,588197,1935000,0,0,0.268,,34,999999,,new,ENERGY
CQS CAYMAN LP,ELEMENTS Rogers Agriculture ETN,RJA,12/31/08,SH,235000,1755000,215000,1941000,0.2431,0.0729,35,69,9.3023,addition,MATERIALS
CQS CAYMAN LP,MYLAN INC PFD A,MYL-PA,12/31/08,PRN,3,1618000,0,0,0.2241,,36,999999,,new,UNKNOWN
CQS CAYMAN LP,IAMGold Corp. ADR,IAG,12/31/08,SH,200000,1520000,0,0,0.2105,,37,999999,,new,MATERIALS
CQS CAYMAN LP,"Mueller Water Products, Inc. Class B",MWA.B,12/31/08,SH,180102,1520000,0,0,0.2105,,38,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Epicor Software Corp.,EPIC,12/31/08,PRN,3000,1518000,3000,4337000,0.2102,0.1628,39,50,0,,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Western Goldfields Inc Idaho,WGW,12/31/08,SH,737500,1446000,0,0,0.2003,,40,999999,,new,MATERIALS
CQS CAYMAN LP,Embarq Corp.,EQ,12/31/08,SH,37500,1349000,0,0,0.1868,,41,999999,,new,UTILITIES & TELECOMMUNICATIONS
