filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent
SOROS FUND MANAGEMENT LLC,Delta Air Lines Inc. (New),DAL,3/31/09,SH,0,0,498500,5713000,
SOROS FUND MANAGEMENT LLC,Merrill Lynch & Co. Inc.,MER,3/31/09,SH,0,0,23175146,269759000,
SOROS FUND MANAGEMENT LLC,"CBL & Associates Properties, Inc.",CBL,3/31/09,SH,0,0,127837,831000,
SOROS FUND MANAGEMENT LLC,"Skyworks Solutions, Inc.",SWKS,3/31/09,PRN,0,0,17648000,16489000,
SOROS FUND MANAGEMENT LLC,Time Warner Cable Inc.,TWC,3/31/09,SH,0,0,4565,294000,
SOROS FUND MANAGEMENT LLC,Covidien plc,COV,3/31/09,SH,0,0,84000,3044000,
SOROS FUND MANAGEMENT LLC,Solera Holdings Inc,SLH,3/31/09,SH,0,0,24900,600000,
SOROS FUND MANAGEMENT LLC,Genworth Financial Inc. Class A,GNW,3/31/09,SH,0,0,127000,359000,
SOROS FUND MANAGEMENT LLC,Petroleo Brasileiro SA (Petrobras) ADR,PBR,3/31/09,CALL,0,0,750000,18368000,
SOROS FUND MANAGEMENT LLC,NII HOLDINGS INC CL B,NIHDQ,3/31/09,SH,0,0,120000,2182000,
SOROS FUND MANAGEMENT LLC,"TW Telecom Inc, Class A",TWTC,3/31/09,SH,0,0,15000,127000,
SOROS FUND MANAGEMENT LLC,Amdocs Ltd,DOX,3/31/09,PRN,0,0,16391000,16309000,
SOROS FUND MANAGEMENT LLC,Amdocs Ltd,DOX,3/31/09,SH,0,0,95000,1738000,
SOROS FUND MANAGEMENT LLC,Digital River Inc.,DRIV,3/31/09,PRN,0,0,109985000,109985000,
SOROS FUND MANAGEMENT LLC,"Hunt (J.B.) Transport Services, Inc.",JBHT,3/31/09,SH,0,0,76500,2010000,
SOROS FUND MANAGEMENT LLC,Wind River Systems Inc.,WIND,3/31/09,SH,0,0,166666,1505000,
SOROS FUND MANAGEMENT LLC,BigBand Networks Inc,BBND,3/31/09,SH,0,0,26650,147000,
SOROS FUND MANAGEMENT LLC,Unibanco-Uniao De Bancos Brasileros,UBB,3/31/09,SH,0,0,77250,4992000,
SOROS FUND MANAGEMENT LLC,ProShares UltraShort Russell 2000 Value,SJH,3/31/09,SH,0,0,328,333000,
SOROS FUND MANAGEMENT LLC,Red Hat Inc,RHT,3/31/09,PRN,0,0,85335000,85284000,
SOROS FUND MANAGEMENT LLC,Mercury Computer Systems Inc.,MRCY,3/31/09,PRN,0,0,119688000,118342000,
SOROS FUND MANAGEMENT LLC,ProShares UltraShort Financials ETF,SKF,3/31/09,SH,0,0,17625,7262000,
SOROS FUND MANAGEMENT LLC,Aracruz Celulose S.A. ADR,ARA,3/31/09,SH,0,0,1098731,12394000,
SOROS FUND MANAGEMENT LLC,Mechel OAO,MTL,3/31/09,SH,0,0,2795500,11182000,
SOROS FUND MANAGEMENT LLC,Paetec Holding Corp,PAET,3/31/09,SH,0,0,50000,72000,
SOROS FUND MANAGEMENT LLC,Lender Processing Services Inc,LPS,3/31/09,SH,0,0,89630,2640000,
SOROS FUND MANAGEMENT LLC,Discovery Communications Inc Series C,DISCK,3/31/09,SH,0,0,131000,877000,
SOROS FUND MANAGEMENT LLC,"RF Micro Devices, Inc.",RFMD,6/30/09,PRN,476100000,404242000,433706000,311573000,9.6273
SOROS FUND MANAGEMENT LLC,Petroleo Brasileiro SA (Petrobras) ADR,PBR,6/30/09,SH,9818323,402355000,31601715,962904000,9.5824
SOROS FUND MANAGEMENT LLC,Hess Corp,HES,6/30/09,SH,5123198,275372000,3660302,198388000,6.5582
SOROS FUND MANAGEMENT LLC,LSI Corp. (CA),LSI,6/30/09,PRN,249087000,245662000,208668000,202408000,5.8506
SOROS FUND MANAGEMENT LLC,Linear Technology Corp.,LLTC,6/30/09,PRN,223478000,217891000,213893000,203733000,5.1892
SOROS FUND MANAGEMENT LLC,Petroleo Brasileiro SA Petrobras Class A,PBR.A,6/30/09,SH,5884700,196314000,0,0,4.6754
SOROS FUND MANAGEMENT LLC,Potash Corp. of Saskatchewan Inc.,POT,6/30/09,SH,5934159,184058000,17086509,460254000,4.3835
SOROS FUND MANAGEMENT LLC,Plains Exploration & Production Co. LP,PXP,6/30/09,SH,6526400,178562000,3589226,61842000,4.2526
SOROS FUND MANAGEMENT LLC,"McData Corp, Class B",MCDT,6/30/09,PRN,171433000,167147000,169433000,163503000,3.9807
SOROS FUND MANAGEMENT LLC,Tech Data Corp.,TECD,6/30/09,PRN,178968000,166440000,101121000,88481000,3.9639
SOROS FUND MANAGEMENT LLC,Flextronics International Inc.,FLEX,6/30/09,PRN,143639000,135380000,59571000,54954000,3.2242
SOROS FUND MANAGEMENT LLC,Covanta Holding Corp.,CVA,6/30/09,SH,4672909,79253000,363500,4758000,1.8875
SOROS FUND MANAGEMENT LLC,AutoZone Inc.,AZO,6/30/09,SH,523200,79061000,0,0,1.8829
SOROS FUND MANAGEMENT LLC,Entergy Corp.,ETR,6/30/09,SH,846700,65636000,968000,65911000,1.5632
SOROS FUND MANAGEMENT LLC,Rovi Corp,ROVI,6/30/09,PRN,66224000,64900000,129224000,118886000,1.5456
SOROS FUND MANAGEMENT LLC,Goldman Sachs Group,GS,6/30/09,PUT,415100,61202000,0,0,1.4576
SOROS FUND MANAGEMENT LLC,"Best Buy Co., Inc.",BBY,6/30/09,SH,1789500,59930000,1919835,72877000,1.4273
SOROS FUND MANAGEMENT LLC,Interoil Corp.,IOC,6/30/09,SH,1860000,54889000,0,0,1.3072
SOROS FUND MANAGEMENT LLC,MAP Pharmaceuticals Inc,MAPP,6/30/09,SH,4076169,49811000,4076169,8560000,1.1863
SOROS FUND MANAGEMENT LLC,Hologic Inc.,HOLX,6/30/09,SH,3327854,47422000,3819000,49991000,1.1294
SOROS FUND MANAGEMENT LLC,Walgreen Co.,WAG,6/30/09,SH,1457530,42851000,1885000,48935000,1.0205
SOROS FUND MANAGEMENT LLC,Symmetricom Inc.,SYMM,6/30/09,PRN,46410000,40609000,46410000,40609000,0.9671
SOROS FUND MANAGEMENT LLC,Monsanto Co. (New),MON,6/30/09,SH,525851,39092000,0,0,0.931
SOROS FUND MANAGEMENT LLC,Wthrfrd Intl Plc,WFT,6/30/09,SH,1741343,34061000,4963000,54940000,0.8112
SOROS FUND MANAGEMENT LLC,DESARROLLAD ADR,DHOXQ,6/30/09,SH,1201169,33501000,1267026,16775000,0.7979
SOROS FUND MANAGEMENT LLC,Brinks Home Security Inc.,CFL,6/30/09,SH,1142127,32334000,1171815,26483000,0.7701
SOROS FUND MANAGEMENT LLC,Companhia Vale de Rio Doce S.A. ADR,VALE,6/30/09,PUT,1800000,31734000,0,0,0.7558
SOROS FUND MANAGEMENT LLC,BPZ Resources Inc.,BPZ,6/30/09,SH,4872984,23829000,0,0,0.5675
SOROS FUND MANAGEMENT LLC,CITI Trends Inc,CTRN,6/30/09,SH,918671,23775000,918671,21028000,0.5662
SOROS FUND MANAGEMENT LLC,Allegheny Energy,AYE,6/30/09,SH,897500,23021000,250000,5793000,0.5483
SOROS FUND MANAGEMENT LLC,Novell Inc.,NOVL,6/30/09,PRN,21279000,21279000,21279000,21013000,0.5068
SOROS FUND MANAGEMENT LLC,Lattice Semconductor Corp.,LSCC,6/30/09,SH,11286666,21219000,11166666,15410000,0.5053
SOROS FUND MANAGEMENT LLC,"Suncor Energy, Inc.",SU,6/30/09,SH,686400,20826000,0,0,0.496
SOROS FUND MANAGEMENT LLC,AT&T Inc,T,6/30/09,SH,791000,19648000,100000,2520000,0.4679
SOROS FUND MANAGEMENT LLC,Allied Nevada Gold Corp,ANV,6/30/09,SH,2337661,18842000,53837,315000,0.4487
SOROS FUND MANAGEMENT LLC,Verizon Communications,VZ,6/30/09,SH,594853,18280000,0,0,0.4354
SOROS FUND MANAGEMENT LLC,Diodes Inc.,DIOD,6/30/09,PRN,20505000,17788000,0,0,0.4236
SOROS FUND MANAGEMENT LLC,Terra Industries Inc,TRA,6/30/09,SH,702900,17024000,100000,2809000,0.4054
SOROS FUND MANAGEMENT LLC,SPSS Inc.,SPSS,6/30/09,PRN,16675000,15554000,0,0,0.3704
SOROS FUND MANAGEMENT LLC,SandRidge Energy Inc,SD,6/30/09,SH,1750000,14910000,0,0,0.3551
SOROS FUND MANAGEMENT LLC,Exar Corp.,EXAR,6/30/09,SH,2039307,14663000,0,0,0.3492
SOROS FUND MANAGEMENT LLC,Apache Corp.,APA,6/30/09,CALL,200000,14430000,0,0,0.3437
SOROS FUND MANAGEMENT LLC,Pioneer Natural Resources Co.,PXD,6/30/09,SH,505650,12894000,0,0,0.3071
SOROS FUND MANAGEMENT LLC,Lawson Software Inc,LWSN,6/30/09,PRN,14080000,12109000,0,0,0.2884
SOROS FUND MANAGEMENT LLC,International Rectifier Corp.,IRF,6/30/09,SH,806666,11947000,276666,3738000,0.2845
SOROS FUND MANAGEMENT LLC,Blackboard Inc,BBBB,6/30/09,PRN,12725000,11643000,0,0,0.2773
SOROS FUND MANAGEMENT LLC,"Lowes Companies, Inc.",LOW,6/30/09,SH,579900,11256000,5362000,97857000,0.2681
SOROS FUND MANAGEMENT LLC,Novagold Resources Inc.,NG,6/30/09,SH,2623688,11229000,0,0,0.2674
SOROS FUND MANAGEMENT LLC,CSX Corp.,CSX,6/30/09,SH,914400,10555000,0,0,0.2514
SOROS FUND MANAGEMENT LLC,Extreme Networks Inc.,EXTR,6/30/09,SH,5171366,10343000,766666,1165000,0.2463
SOROS FUND MANAGEMENT LLC,Mercury Computer Systems Inc.,MRCY,6/30/09,SH,1111219,10279000,1111219,6145000,0.2448
SOROS FUND MANAGEMENT LLC,Brigham Exploration Co,BEXP,6/30/09,SH,2772600,9676000,0,0,0.2304
SOROS FUND MANAGEMENT LLC,Lubrizol Corp.,LZ,6/30/09,SH,200000,9462000,260000,8843000,0.2253
SOROS FUND MANAGEMENT LLC,Comcast Corp. (New) Class A,CMCSA,6/30/09,SH,650900,9412000,0,0,0.2242
SOROS FUND MANAGEMENT LLC,TeraData Corp. (New),TDC,6/30/09,SH,398300,9332000,235700,3823000,0.2222
SOROS FUND MANAGEMENT LLC,Petrohawk Energy Corp,HK,6/30/09,SH,133333,8920000,66667,3846000,0.2124
SOROS FUND MANAGEMENT LLC,CA Inc,CA,6/30/09,SH,508490,8863000,0,0,0.2111
SOROS FUND MANAGEMENT LLC,Heinz (H.J.) Co.,HNZ,6/30/09,SH,233500,8336000,2488500,82270000,0.1985
SOROS FUND MANAGEMENT LLC,Constellation Energy Group,CEG,6/30/09,SH,300000,7974000,0,0,0.1899
SOROS FUND MANAGEMENT LLC,Microsoft Corp.,MSFT,6/30/09,SH,321660,7646000,86050,1581000,0.1821
SOROS FUND MANAGEMENT LLC,Focus Media Holdings Inc,FMCN,6/30/09,SH,906453,7306000,0,0,0.174
SOROS FUND MANAGEMENT LLC,Wabtec Corp.,WAB,6/30/09,SH,450000,7238000,0,0,0.1724
SOROS FUND MANAGEMENT LLC,Covanta Holding Corp.,CVA,6/30/09,CALL,425200,7211000,0,0,0.1717
SOROS FUND MANAGEMENT LLC,ProShares UltraShort Financials ETF,SKF,6/30/09,SH,40588,6785000,0,0,0.1616
SOROS FUND MANAGEMENT LLC,Global Ship Lease Inc,GSL,6/30/09,SH,3750000,6750000,3750000,7575000,0.1608
SOROS FUND MANAGEMENT LLC,Berry Petroleum Co Class A,BRY,6/30/09,SH,350000,6507000,0,0,0.155
SOROS FUND MANAGEMENT LLC,"EXCO Resources, Inc.",XCO,6/30/09,SH,500000,6460000,0,0,0.1538
SOROS FUND MANAGEMENT LLC,Williams Cos. (The)  ,WMB,6/30/09,SH,408800,6381000,500000,5690000,0.152
SOROS FUND MANAGEMENT LLC,Methanex Corp,MEOH,6/30/09,SH,500000,6120000,600000,4686000,0.1458
SOROS FUND MANAGEMENT LLC,TeraData Corp. (New),TDC,6/30/09,CALL,257000,6022000,0,0,0.1434
SOROS FUND MANAGEMENT LLC,Bluefly Inc,BFLY,6/30/09,SH,4860115,5929000,4860115,4569000,0.1412
SOROS FUND MANAGEMENT LLC,Solutia Inc.,SOA,6/30/09,SH,1000000,5760000,0,0,0.1372
SOROS FUND MANAGEMENT LLC,Mueller Water Products Inc.,MWA,6/30/09,SH,1500000,5610000,0,0,0.1336
SOROS FUND MANAGEMENT LLC,Corning Inc.,GLW,6/30/09,SH,346000,5557000,0,0,0.1323
SOROS FUND MANAGEMENT LLC,Yamana Gold Inc.,AUY,6/30/09,SH,617500,5493000,700000,6475000,0.1308
SOROS FUND MANAGEMENT LLC,Navistar International Corp,NAV,6/30/09,SH,125000,5450000,200000,6692000,0.1298
SOROS FUND MANAGEMENT LLC,Cirrus Logic,CRUS,6/30/09,SH,1206666,5430000,1766666,6643000,0.1293
SOROS FUND MANAGEMENT LLC,Intel Corp.,INTC,6/30/09,SH,320805,5309000,0,0,0.1264
SOROS FUND MANAGEMENT LLC,Allos Therapeutics Inc,ALTH,6/30/09,SH,611353,5068000,611353,3778000,0.1207
SOROS FUND MANAGEMENT LLC,Liberty Entertainment Group,LMDIA,6/30/09,SH,181800,4863000,0,0,0.1158
SOROS FUND MANAGEMENT LLC,DIRECTV Corp.,DTV,6/30/09,SH,187000,4621000,0,0,0.1101
SOROS FUND MANAGEMENT LLC,"Home Depot, Inc. (The)",HD,6/30/09,SH,190500,4502000,3928500,92555000,0.1072
SOROS FUND MANAGEMENT LLC,Wal-Mart Stores,WMT,6/30/09,SH,89710,4346000,1817589,94696000,0.1035
SOROS FUND MANAGEMENT LLC,MSC Software Corp,MSCS,6/30/09,SH,625313,4165000,0,0,0.0992
SOROS FUND MANAGEMENT LLC,Burlington Northern Santa Fe Corp.,BNI,6/30/09,SH,55900,4111000,0,0,0.0979
SOROS FUND MANAGEMENT LLC,Stone Energy Corp.,SGY,6/30/09,SH,550000,4081000,0,0,0.0972
SOROS FUND MANAGEMENT LLC,Murphy Oil Corp.  ,MUR,6/30/09,SH,75000,4074000,0,0,0.097
SOROS FUND MANAGEMENT LLC,"Cisco Systems, Inc.",CSCO,6/30/09,SH,210800,3931000,0,0,0.0936
SOROS FUND MANAGEMENT LLC,"Gran Tierra Energy, Inc.",GTE,6/30/09,SH,1100000,3795000,0,0,0.0904
SOROS FUND MANAGEMENT LLC,International Paper Co. (New),IP,6/30/09,SH,250000,3783000,0,0,0.0901
SOROS FUND MANAGEMENT LLC,Burger King Holdings Inc.,BKC,6/30/09,SH,202000,3489000,0,0,0.0831
SOROS FUND MANAGEMENT LLC,France Telecom,FTE,6/30/09,SH,150000,3422000,0,0,0.0815
SOROS FUND MANAGEMENT LLC,EnergySolutions Inc,ES,6/30/09,SH,366500,3372000,0,0,0.0803
SOROS FUND MANAGEMENT LLC,"Cardinal Health, Inc.",CAH,6/30/09,SH,109500,3345000,0,0,0.0797
SOROS FUND MANAGEMENT LLC,"Newfield Exploration Co., Inc",NFX,6/30/09,SH,100000,3267000,0,0,0.0778
SOROS FUND MANAGEMENT LLC,Teekay Tankers Ltd,TNK,6/30/09,SH,350000,3252000,0,0,0.0774
SOROS FUND MANAGEMENT LLC,VISA Inc,V,6/30/09,SH,50220,3127000,0,0,0.0745
SOROS FUND MANAGEMENT LLC,Foster Wheeler AG,FWLT,6/30/09,SH,130600,3102000,0,0,0.0739
SOROS FUND MANAGEMENT LLC,"Steel Dynamics, Inc.",STLD,6/30/09,SH,200000,2960000,0,0,0.0705
SOROS FUND MANAGEMENT LLC,GrafTech International Ltd.,GTI,6/30/09,SH,251400,2843000,0,0,0.0677
SOROS FUND MANAGEMENT LLC,SPDR Gold Trust ETF,GLD,6/30/09,CALL,31000,2827000,11000,993000,0.0673
SOROS FUND MANAGEMENT LLC,Dr. Pepper Snapple Group Inc.,DPS,6/30/09,SH,133375,2826000,270475,4574000,0.0673
SOROS FUND MANAGEMENT LLC,Great Basin Gold Ltd.,GBGLF,6/30/09,SH,2020900,2789000,0,0,0.0664
SOROS FUND MANAGEMENT LLC,Ferro Corp.,FOE,6/30/09,SH,1000000,2750000,0,0,0.0655
SOROS FUND MANAGEMENT LLC,Frontier Communications,FTR,6/30/09,SH,369000,2635000,0,0,0.0628
SOROS FUND MANAGEMENT LLC,CME Group Inc,CME,6/30/09,SH,41000,2551000,40000,1971000,0.0608
SOROS FUND MANAGEMENT LLC,Headwaters Inc.,HW,6/30/09,SH,750000,2520000,0,0,0.06
SOROS FUND MANAGEMENT LLC,Altera Corp.,ALTR,6/30/09,SH,152985,2492000,0,0,0.0593
SOROS FUND MANAGEMENT LLC,Vodafone Group Plc Sponsored ADR,VOD,6/30/09,SH,125000,2436000,0,0,0.058
SOROS FUND MANAGEMENT LLC,EMC Corp.,EMC,6/30/09,SH,182000,2384000,179000,2041000,0.0568
SOROS FUND MANAGEMENT LLC,Lorillard Inc,LO,6/30/09,SH,102765,2321000,129165,2658000,0.0553
SOROS FUND MANAGEMENT LLC,Digitalglobe Inc,DGI,6/30/09,SH,116250,2232000,0,0,0.0532
SOROS FUND MANAGEMENT LLC,Internet Brands Inc,INET,6/30/09,SH,317258,2221000,317258,1862000,0.0529
SOROS FUND MANAGEMENT LLC,Radware Ltd.,RDWR,6/30/09,SH,553332,2130000,533332,1552000,0.0507
SOROS FUND MANAGEMENT LLC,Nippon Telegraph & Telephone Corp ADR,NTT,6/30/09,SH,103870,2114000,0,0,0.0503
SOROS FUND MANAGEMENT LLC,Yahoo! Inc.,YHOO,6/30/09,SH,130800,2048000,130800,1676000,0.0488
SOROS FUND MANAGEMENT LLC,TIBCO Software Inc.,TIBX,6/30/09,SH,266666,1912000,0,0,0.0455
SOROS FUND MANAGEMENT LLC,Google Inc. Class A,GOOGL,6/30/09,SH,4400,1855000,3800,1323000,0.0442
SOROS FUND MANAGEMENT LLC,Brooks Automation Inc,BRKS,6/30/09,SH,376666,1687000,0,0,0.0402
SOROS FUND MANAGEMENT LLC,MasterCard Inc. Class A,MA,6/30/09,SH,98100,1641000,70000,1172000,0.0391
SOROS FUND MANAGEMENT LLC,Telephone and Data Systems Inc,TDS,6/30/09,SH,56000,1585000,73000,1935000,0.0377
SOROS FUND MANAGEMENT LLC,"Discovery Communications Inc, Class A",DISCA,6/30/09,SH,67500,1522000,65500,1049000,0.0362
SOROS FUND MANAGEMENT LLC,AU Optronics Corp. ADS,AUO,6/30/09,SH,150000,1452000,0,0,0.0346
SOROS FUND MANAGEMENT LLC,Cardiovascular Systems Inc,CSII,6/30/09,SH,148780,1147000,148780,1055000,0.0273
SOROS FUND MANAGEMENT LLC,Western Union Co. (New),WU,6/30/09,SH,68500,1123000,167000,2099000,0.0267
SOROS FUND MANAGEMENT LLC,Vulcan Materials Company,VMC,6/30/09,SH,24300,1047000,19500,864000,0.0249
SOROS FUND MANAGEMENT LLC,"Liberty Global Inc, Class A",LBTYA,6/30/09,SH,60000,953000,0,0,0.0227
SOROS FUND MANAGEMENT LLC,"Ticketmaster Entertainment, Inc.",TKTM,6/30/09,SH,105300,676000,0,0,0.0161
SOROS FUND MANAGEMENT LLC,WellPoint Inc. (New),WLP,6/30/09,SH,13240,674000,0,0,0.0161
SOROS FUND MANAGEMENT LLC,QUALCOMM Inc.,QCOM,6/30/09,SH,14140,639000,0,0,0.0152
SOROS FUND MANAGEMENT LLC,Bank of America Corp.,BAC,6/30/09,SH,47800,631000,0,0,0.015
SOROS FUND MANAGEMENT LLC,Digirad Corp,DRAD,6/30/09,SH,473652,606000,473652,507000,0.0144
SOROS FUND MANAGEMENT LLC,Clean Energy Fuels Corp,CLNE,6/30/09,SH,56306,485000,56306,343000,0.0116
SOROS FUND MANAGEMENT LLC,SPDR Gold Trust ETF,GLD,6/30/09,SH,4900,447000,50000,4514000,0.0106
SOROS FUND MANAGEMENT LLC,Life Technologies Corp.,LIFE,6/30/09,SH,10500,438000,0,0,0.0104
SOROS FUND MANAGEMENT LLC,Fifth Third Bancorp,FITB,6/30/09,SH,60900,432000,0,0,0.0103
SOROS FUND MANAGEMENT LLC,Occidental Petroleum Corp.,OXY,6/30/09,SH,6520,429000,0,0,0.0102
SOROS FUND MANAGEMENT LLC,"Thermo Fisher Scientific, Inc.",TMO,6/30/09,SH,10430,425000,0,0,0.0101
SOROS FUND MANAGEMENT LLC,GLOBAL SHIP LEASE INC NEW WT EXP 08/24/2010,GSL-WS,6/30/09,SH,3750000,413000,3750000,263000,0.0098
SOROS FUND MANAGEMENT LLC,Oracle Corp,ORCL,6/30/09,SH,18840,404000,0,0,0.0096
SOROS FUND MANAGEMENT LLC,Apple Inc,AAPL,6/30/09,SH,19635,400000,0,0,0.0095
SOROS FUND MANAGEMENT LLC,NRG Energy Inc,NRG,6/30/09,SH,15023,390000,510823,8990000,0.0093
SOROS FUND MANAGEMENT LLC,ONEOK Inc.,OKE,6/30/09,SH,25060,370000,0,0,0.0088
SOROS FUND MANAGEMENT LLC,Philip Morris International Inc,PM,6/30/09,SH,8420,367000,0,0,0.0087
SOROS FUND MANAGEMENT LLC,Live Nation Entertainment Inc.,LYV,6/30/09,SH,75000,365000,0,0,0.0087
SOROS FUND MANAGEMENT LLC,Berkshire Hathaway Inc Class A,BRK.A,6/30/09,SH,4,360000,0,0,0.0086
SOROS FUND MANAGEMENT LLC,Republic Services Inc.,RSG,6/30/09,SH,14650,358000,0,0,0.0085
SOROS FUND MANAGEMENT LLC,"Pfizer, Inc.",PFE,6/30/09,SH,23670,355000,0,0,0.0085
SOROS FUND MANAGEMENT LLC,"Health Net, Inc.",HNT,6/30/09,SH,21400,333000,0,0,0.0079
SOROS FUND MANAGEMENT LLC,Canadian National Railway Co.,CNI,6/30/09,SH,15400,331000,0,0,0.0079
SOROS FUND MANAGEMENT LLC,"American Tower Corp., Class A",AMT,6/30/09,SH,10400,328000,0,0,0.0078
SOROS FUND MANAGEMENT LLC,Fomento Economico Mexicano S.A.B. ADS,FMX,6/30/09,SH,9900,319000,0,0,0.0076
SOROS FUND MANAGEMENT LLC,"Time Warner, Inc. (New)",TWX,6/30/09,SH,12240,308000,0,0,0.0073
SOROS FUND MANAGEMENT LLC,S&P Select Sector SPDR Fund - Financial Sector,XLF,6/30/09,SH,25170,301000,0,0,0.0072
SOROS FUND MANAGEMENT LLC,Convergys Corp.,CVG,6/30/09,SH,31100,289000,0,0,0.0069
SOROS FUND MANAGEMENT LLC,Acergy SA,ACGY,6/30/09,SH,28800,283000,0,0,0.0067
SOROS FUND MANAGEMENT LLC,Transocean Ltd,RIG,6/30/09,SH,3810,283000,0,0,0.0067
SOROS FUND MANAGEMENT LLC,Lockheed Martin Corp.,LMT,6/30/09,SH,3500,282000,0,0,0.0067
SOROS FUND MANAGEMENT LLC,"CommScope, Inc.",CTV,6/30/09,SH,10700,281000,0,0,0.0067
SOROS FUND MANAGEMENT LLC,Penn National Gaming Inc.,PENN,6/30/09,SH,9530,277000,0,0,0.0066
SOROS FUND MANAGEMENT LLC,PVH Corp,PVH,6/30/09,SH,9630,276000,0,0,0.0066
SOROS FUND MANAGEMENT LLC,Aetna Inc. (New),AET,6/30/09,SH,10800,271000,0,0,0.0065
SOROS FUND MANAGEMENT LLC,Calpine Corp. (New),CPN,6/30/09,SH,23500,262000,0,0,0.0062
SOROS FUND MANAGEMENT LLC,Fibria Celse ADR,FBR,6/30/09,SH,24405,261000,0,0,0.0062
SOROS FUND MANAGEMENT LLC,"Fidelity National Information Services, Inc.",FIS,6/30/09,SH,13000,259000,0,0,0.0062
SOROS FUND MANAGEMENT LLC,Delta Air Lines Inc. (New),DAL,6/30/09,SH,43900,254000,0,0,0.006
SOROS FUND MANAGEMENT LLC,Sara Lee Corp.,SLE,6/30/09,SH,25600,250000,0,0,0.006
SOROS FUND MANAGEMENT LLC,Hewlett-Packard Co.,HPQ,6/30/09,SH,6300,243000,0,0,0.0058
SOROS FUND MANAGEMENT LLC,Thomson Reuters Corp.,TRI,6/30/09,SH,8020,235000,0,0,0.0056
SOROS FUND MANAGEMENT LLC,"Humana, Inc.",HUM,6/30/09,SH,7300,235000,0,0,0.0056
SOROS FUND MANAGEMENT LLC,"Gartner, Inc.",IT,6/30/09,SH,15300,233000,0,0,0.0055
SOROS FUND MANAGEMENT LLC,Target Corp.,TGT,6/30/09,SH,5900,233000,0,0,0.0055
SOROS FUND MANAGEMENT LLC,"SunTrust Banks, Inc.",STI,6/30/09,SH,14000,230000,0,0,0.0055
SOROS FUND MANAGEMENT LLC,99 (Cents) Only Stores,NDN,6/30/09,SH,16500,224000,0,0,0.0053
SOROS FUND MANAGEMENT LLC,UnitedHealth Group Inc.,UNH,6/30/09,SH,8930,223000,0,0,0.0053
SOROS FUND MANAGEMENT LLC,CapitalSource Inc.,CSE,6/30/09,SH,45500,222000,0,0,0.0053
SOROS FUND MANAGEMENT LLC,"Advance Auto Parts, Inc.",AAP,6/30/09,SH,5300,220000,0,0,0.0052
SOROS FUND MANAGEMENT LLC,"Canadian Natural Resources, Ltd",CNQ,6/30/09,SH,8200,215000,0,0,0.0051
SOROS FUND MANAGEMENT LLC,Lender Processing Services Inc,LPS,6/30/09,SH,7700,214000,0,0,0.0051
SOROS FUND MANAGEMENT LLC,Time Warner Cable Inc.,TWC,6/30/09,SH,6686,212000,0,0,0.005
SOROS FUND MANAGEMENT LLC,OReilly Automotive Inc.,ORLY,6/30/09,SH,5300,202000,0,0,0.0048
SOROS FUND MANAGEMENT LLC,JPMorgan Chase & Co.,JPM,6/30/09,SH,5900,201000,0,0,0.0048
SOROS FUND MANAGEMENT LLC,ICICI Bank Ltd. ADS,IBN,6/30/09,SH,6800,201000,0,0,0.0048
SOROS FUND MANAGEMENT LLC,Dow Chemical Co.,DOW,6/30/09,SH,12300,199000,0,0,0.0047
SOROS FUND MANAGEMENT LLC,Dell Inc.,DELL,6/30/09,SH,14300,196000,0,0,0.0047
SOROS FUND MANAGEMENT LLC,"Dish Network Corp, Class A",DISH,6/30/09,SH,11900,193000,0,0,0.0046
SOROS FUND MANAGEMENT LLC,Boston Scientific Inc.,BSX,6/30/09,SH,18800,191000,0,0,0.0045
SOROS FUND MANAGEMENT LLC,"SK Telecom Co., Ltd. ADR",SKM,6/30/09,SH,12200,185000,0,0,0.0044
SOROS FUND MANAGEMENT LLC,Gildan Activewear Inc,GIL,6/30/09,SH,12100,179000,0,0,0.0043
SOROS FUND MANAGEMENT LLC,EXIDE TECHNOLOGIES,XIDEQ,6/30/09,SH,47620,178000,0,0,0.0042
SOROS FUND MANAGEMENT LLC,iPCS Inc,IPCS,6/30/09,SH,11552,173000,0,0,0.0041
SOROS FUND MANAGEMENT LLC,Great Plains Energy Inc.,GXP,6/30/09,SH,10200,159000,0,0,0.0038
SOROS FUND MANAGEMENT LLC,Motorola Solutions Inc,MSI,6/30/09,SH,23500,156000,0,0,0.0037
SOROS FUND MANAGEMENT LLC,"PDL BioPharma, Inc.",PDLI,6/30/09,SH,18300,145000,0,0,0.0035
SOROS FUND MANAGEMENT LLC,"Liberty Global Inc., Series C",LBTYK,6/30/09,SH,16600,131000,0,0,0.0031
SOROS FUND MANAGEMENT LLC,Universal American Corp. (New),UAM,6/30/09,SH,13700,119000,0,0,0.0028
SOROS FUND MANAGEMENT LLC,"Cadence Design Systems, Inc.",CDNS,6/30/09,SH,20000,118000,0,0,0.0028
SOROS FUND MANAGEMENT LLC,Dryships Inc,DRYS,6/30/09,SH,17900,103000,0,0,0.0025
SOROS FUND MANAGEMENT LLC,"MF Global Holdings, Ltd",MFGLQ,6/30/09,SH,17200,102000,0,0,0.0024
SOROS FUND MANAGEMENT LLC,MDS INC,MDZ,6/30/09,SH,17600,94000,0,0,0.0022
SOROS FUND MANAGEMENT LLC,Las Vegas Sands Corp.,LVS,6/30/09,SH,10900,86000,0,0,0.002
